,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
175,Montgomery ›,756,"8,413",33,367,24%,<1,1,10,–21%,0.1,0.57,25%
604,Montgomery ›,"3,719","13,089",80,282,28%,24,22,16,–10%,0.3,0.26,26%
2923,Montgomery ›,"9,369","9,508",95,96,—,12,8,15,+6%,0.1,0.09,—
35,Montgomery ›,"24,355","10,753",588,260,27%,1,10,6,+2%,0.1,1.08,22%
1204,Montgomery ›,"70,440","6,704","1,533",146,50%,10,6,11,–16%,0.6,0.35,33%
2287,Montgomery ›,"69,301","8,340","1,688",203,37%,22,14,10,–29%,0.1,0.09,37%
1552,Montgomery ›,"1,037","8,978",11,95,28%,<1,4,—,–100%,0,—,22%
2061,Montgomery ›,"51,690","9,722","1,014",191,36%,17,11,8,–16%,0.1,0.09,35%
1050,Montgomery ›,"2,731","9,699",30,107,29%,<1,13,8,+365%,0.1,3.24,27%
2771,Montgomery ›,"53,505","8,809",571,94,25%,<1,5,6,–19%,0,—,21%
1410,Montgomery ›,"1,269","12,982",42,430,26%,6,7,6,+29%,0,—,20%
1889,Montgomery ›,"3,323","12,229",93,342,24%,42,23,—,—,0.6,0.32,32%
2591,Montgomery ›,"20,392","9,757",227,109,26%,<1,4,16,–14%,0.1,1.00,25%
727,Montgomery ›,"4,253","11,093",91,237,27%,4,11,—,–100%,0.1,0.44,35%
1845,Montgomery ›,"4,188","8,509",123,250,39%,137,15,19,–28%,1.7,0.19,42%
472,Montgomery ›,892,"9,725",23,251,—,2,9,20,Flat,0.3,1.49,—
1305,Montmorency ›,587,"6,293",19,204,39%,2,14,14,–53%,0,—,46%
2247,Montour ›,"1,984","10,883",63,346,51%,18,23,21,–23%,0.1,0.18,32%
277,Montrose ›,"3,477","8,132",58,136,—,1,18,—,—,0,—,—
2493,Moody ›,664,"10,097",18,274,32%,0,—,13,–32%,0,—,8%
2505,Moore ›,"1,014","15,629",17,262,13%,7,17,12,+32%,0.3,0.65,19%
2637,Moore ›,"2,729","13,032",72,344,28%,20,9,3,–61%,0.6,0.25,34%
1948,Moore ›,"8,896","8,818",188,186,38%,5,9,15,–25%,0.1,0.24,35%
1823,Mora ›,170,"3,760",6,133,31%,0,—,—,—,0,—,26%
1123,Morehouse ›,"2,835","11,397",76,306,25%,5,15,9,+6%,0.1,0.44,29%
17,Morgan ›,"14,324","11,969",279,233,24%,14,6,7,+6%,0.3,0.13,24%
2863,Morgan ›,"1,286","10,607",11,91,26%,<1,45,5,–12%,0,—,35%
625,Morgan ›,"3,992","11,860",102,303,32%,8,17,33,–35%,0.9,1.72,34%
992,Morgan ›,"2,261","16,989",3,23,32%,5,37,8,+8%,0,—,30%
267,Morgan ›,"2,665","9,168",94,323,—,4,7,5,–59%,0,—,—
1571,Morgan ›,"1,712","8,300",44,213,23%,<1,3,3,–50%,0,—,17%
2565,Morgan ›,"2,512","11,737",39,182,30%,3,8,18,+12%,0,—,22%
772,Morgan ›,"6,610","9,377",144,204,30%,1,7,15,+24%,0,—,26%
3114,Morgan ›,"1,184","6,620",20,112,—,<1,8,—,–100%,0,—,—
2116,Morgan ›,"1,085","7,479",23,159,28%,2,5,8,–16%,0,—,24%
424,Morgan ›,"2,253","11,688",30,156,—,90,8,12,–19%,2.1,0.20,—
2326,Morovis,"1,686","5,607",—,—,24%,4,10,—,—,0,—,25%
1681,Morrill ›,510,"10,987",12,259,23%,<1,10,—,—,0,—,34%
1325,Morrison ›,"4,182","12,526",60,180,30%,6,22,8,–13%,0,—,29%
932,Morris ›,613,"10,907",22,391,37%,<1,3,4,–17%,0,—,30%
1785,Morris ›,"49,728","10,111","1,219",248,51%,31,7,16,–31%,0.5,0.11,46%
2815,Morris ›,871,"7,031",33,266,22%,<1,2,—,—,0,—,25%
2205,Morrow ›,"1,107","9,541",16,138,31%,71,36,16,+19%,0.1,0.07,40%
2108,Morrow ›,"2,868","8,118",39,110,27%,2,6,7,+21%,0.1,0.48,30%
950,Morton ›,261,"10,089",9,348,21%,0,—,—,–100%,0,—,30%
1989,Morton ›,"5,271","16,806",100,319,29%,9,13,5,–6%,0,—,29%
2751,Motley ›,115,"9,583",8,667,18%,1,6,—,—,0,—,27%
650,Moultrie ›,"1,610","11,103",36,248,26%,1,19,8,–24%,0,—,22%
2019,Mountrail ›,"1,335","12,660",17,161,24%,<1,7,—,–100%,0,—,28%
1339,Mower ›,"4,648","11,602",32,80,40%,7,18,15,–27%,0,—,36%
1052,Muhlenberg ›,"2,954","9,647",64,209,31%,2,13,5,–50%,0,—,20%
2216,Multnomah ›,"38,352","4,718",597,73,42%,4,13,1,+27%,0.3,0.93,25%
1320,Murray ›,"1,061","12,948",9,110,37%,34,25,14,–9%,0.4,0.31,29%
406,Murray ›,"4,973","12,403",86,214,—,4,10,6,–25%,0,—,—
2132,Murray ›,"2,017","14,332",38,270,28%,43,7,7,–15%,1.4,0.22,34%
841,Muscatine ›,"4,806","11,265",99,232,38%,1,7,4,–71%,0,—,35%
517,Muscogee ›,"16,482","8,419",460,235,—,2,4,8,–1%,0.1,0.35,—
1253,Muskegon ›,"17,574","10,125",353,203,35%,4,26,14,–45%,0,—,32%
2051,Muskingum ›,"8,824","10,235",133,154,33%,12,12,8,–12%,0.1,0.15,31%
2136,Muskogee ›,"9,328","13,718",164,241,27%,4,5,9,–11%,0.3,0.39,27%
1642,Musselshell ›,341,"7,360",11,237,23%,0,—,—,—,0,—,28%
2819,Nacogdoches ›,"4,544","6,969",170,261,26%,<1,<1,4,–24%,0,—,32%
2340,Naguabo,"1,191","4,693",—,—,19%,2,12,—,—,0,—,27%
1668,Nance ›,414,"11,765",10,284,20%,<1,20,—,—,0,—,27%
1214,Nantucket ›,"1,514","13,282",0,—,1%,4,25,2,+100%,0,—,3%
215,Napa ›,"9,871","7,166",82,60,45%,89,4,3,–24%,1.3,0.05,30%
2306,Naranjito,"2,030","7,461",—,—,26%,5,19,—,—,0,—,19%
1890,Nash ›,"11,510","12,206",189,200,30%,3,22,—,–100%,0,—,28%
355,Nassau ›,"8,439","9,522",125,141,36%,104,11,17,–20%,2.7,0.27,38%
1829,Nassau ›,"182,027","13,415","3,160",233,45%,11,21,3,–59%,0.1,0.27,32%
1137,Natchitoches ›,"4,060","10,640",90,236,23%,17,11,9,–3%,0.3,0.19,25%
3201,Natrona ›,"8,013","10,034",136,170,27%,1,12,—,—,0,—,26%
97,Navajo ›,"16,321","14,714",535,482,38%,10,9,4,–42%,0.3,0.26,38%
2671,Navarro ›,"5,816","11,606",154,307,26%,10,5,2,–82%,0.1,0.08,27%
1990,Nelson ›,476,"16,534",15,521,52%,8,12,—,–100%,0,—,38%
1021,Nelson ›,"4,923","10,648",56,121,34%,4,12,3,–71%,0.4,1.40,31%
3010,Nelson ›,897,"6,008",12,80,—,<1,3,2,–30%,0,—,—
893,Nemaha ›,"1,514","14,798",55,538,36%,4,6,5,–46%,0.3,0.43,28%
1701,Nemaha ›,688,"9,868",15,215,33%,1,6,—,–100%,0.1,0.71,38%
927,Neosho ›,"1,804","11,270",35,219,15%,<1,4,—,—,0,—,28%
1401,Neshoba ›,"4,031","13,844",176,604,20%,4,18,5,–66%,0,—,23%
905,Ness ›,372,"13,527",16,582,34%,<1,7,—,—,0,—,33%
155,Nevada ›,828,"10,034",24,291,16%,<1,3,—,–100%,0.1,0.57,26%
232,Nevada ›,"4,739","4,751",75,75,37%,3,4,—,—,0,—,33%
314,New Castle ›,"62,991","11,273",817,146,37%,29,16,17,–30%,0.9,0.47,29%
1965,New Hanover ›,"19,197","8,187",166,71,38%,2,11,—,—,0,—,33%
306,New Haven ›,"91,085","10,656","2,094",245,45%,100,11,9,–21%,1.3,0.14,46%
3000,New Kent ›,"1,492","6,461",17,74,—,3,4,4,–68%,0,—,—
310,New London ›,"22,278","8,400",445,168,48%,9,7,6,–22%,0.1,0.12,37%
1486,New Madrid ›,"2,118","12,403",43,252,19%,37,9,18,–9%,2.3,0.57,36%
1832,New York City ›,"940,321","11,279","32,966",395,37%,8,20,18,–32%,0.1,0.36,31%
1260,Newaygo ›,"4,684","9,563",61,125,27%,15,25,22,–23%,0.1,0.23,28%
2393,Newberry ›,"5,016","13,049",104,271,29%,46,14,7,–38%,0.3,0.09,23%
2959,Newport News ›,"13,953","7,785",227,127,—,2,11,11,–39%,0.1,0.63,—
2387,Newport ›,"6,806","8,292",42,51,46%,5,10,24,–14%,0.1,0.29,47%
2845,Newton ›,625,"4,597",35,257,15%,0,—,—,—,0,—,29%
1522,Newton ›,"5,313","10,188",77,148,14%,2,9,9,–12%,0,—,19%
167,Newton ›,730,"9,416",26,335,18%,<1,2,5,+81%,0.1,0.38,19%
1431,Newton ›,"2,468","11,742",61,290,26%,1,7,9,–18%,0.1,1.03,20%
466,Newton ›,"11,162","9,989",244,218,—,<1,9,15,–12%,0,—,—
781,Newton ›,"1,083","7,745",36,257,18%,1,6,11,+4%,0,—,32%
570,Nez Perce ›,"3,631","8,986",55,136,31%,<1,7,<1,–78%,0.1,1.21,17%
1839,Niagara ›,"19,634","9,382",358,171,39%,8,17,19,–17%,0,—,38%
3112,Nicholas ›,"1,704","6,956",19,78,—,1,11,26,+178%,0,—,—
1100,Nicholas ›,552,"7,594",8,110,34%,<1,4,7,–20%,0,—,21%
1377,Nicollet ›,"3,256","9,500",43,125,41%,2,13,18,+3%,0,—,39%
3213,Niobrara ›,161,"6,834",2,85,20%,0,—,—,—,0,—,29%
1311,Nobles ›,"4,076","18,845",48,222,40%,21,46,17,+26%,0.4,0.95,38%
711,Noble ›,"5,631","11,794",87,182,23%,19,15,5,–35%,0.1,0.11,31%
2153,Noble ›,"1,380","12,398",19,171,36%,<1,4,—,–100%,0,—,19%
2078,Noble ›,"1,336","9,262",37,257,28%,8,9,27,–13%,0,—,40%
1489,Nodaway ›,"2,697","12,208",25,113,30%,19,8,20,–10%,0.1,0.06,23%
2715,Nolan ›,"1,539","10,459",51,347,27%,<1,9,12,+251%,0,—,24%
88,Nome Census Area ›,362,"3,619",0,—,49%,<1,3,3,–46%,0,—,—
2977,Norfolk ›,"17,635","7,265",256,105,—,1,7,12,–16%,0,—,—
1222,Norfolk ›,"54,411","7,698","1,779",252,45%,16,8,3,–37%,0.3,0.13,4%
1391,Norman ›,539,"8,455",9,141,40%,<1,7,—,–100%,0.1,1.45,35%
70,North Slope Borough ›,"1,078","10,964",4,41,25%,3,10,—,—,0,—,54%
2987,Northampton ›,806,"6,883",36,307,—,1,6,8,–38%,0,—,—
2241,Northampton ›,"35,216","11,535",703,230,37%,36,30,27,–18%,0.7,0.59,32%
1933,Northampton ›,"1,875","9,624",59,303,30%,5,11,10,–36%,0.3,0.57,30%
2252,Northumberland ›,"9,431","10,382",348,383,34%,30,21,24,–16%,0.1,0.10,31%
3006,Northumberland ›,743,"6,143",20,165,—,<1,4,11,–8%,0,—,—
77,Northwest Arctic Borough ›,617,"8,096",2,26,37%,<1,10,—,—,0,—,—
885,Norton ›,"1,221","22,776",27,504,33%,5,15,—,–100%,0,—,27%
2980,Norton ›,284,"7,134",7,176,—,1,7,12,–3%,0,—,—
2900,Nottoway ›,"1,916","12,579",48,315,—,5,17,12,–19%,0.3,0.91,—
2166,Nowata ›,"1,149","11,403",19,189,22%,<1,3,—,–100%,0,—,18%
1420,Noxubee ›,"1,267","12,163",34,326,29%,<1,11,9,–26%,0,—,26%
1692,Nuckolls ›,431,"10,391",11,265,34%,<1,8,14,+156%,0,—,30%
2667,Nueces ›,"42,411","11,706",812,224,31%,4,6,<1,–91%,0,—,22%
1757,Nye ›,"2,936","6,311",106,228,28%,<1,3,—,—,0,—,34%
1267,Oakland ›,"115,741","9,203","2,293",182,42%,12,23,34,–21%,0.6,1.09,30%
2506,Obion ›,"4,548","15,125",96,319,21%,22,14,17,–22%,0.6,0.36,34%
1251,Oceana ›,"2,699","10,198",59,223,33%,32,27,23,–19%,1.0,0.85,32%
1776,Ocean ›,"75,335","12,407","2,138",352,34%,8,12,11,–43%,0.7,1.14,32%
2663,Ochiltree ›,"1,163","11,824",27,275,24%,3,6,9,–34%,0,—,18%
465,Oconee ›,"4,033","10,012",73,181,—,3,10,15,–2%,0.1,0.48,—
2400,Oconee ›,"9,680","12,169",133,167,29%,4,12,7,–4%,0.4,1.11,29%
3123,Oconto ›,"5,026","13,251",64,169,35%,4,24,—,–100%,0.1,0.91,44%
1288,Ogemaw ›,"1,659","7,901",39,186,30%,9,17,22,–15%,0.1,0.28,26%
2449,Oglala Lakota ›,"2,111","14,890",49,346,31%,2,9,9,–46%,0,—,35%
471,Oglethorpe ›,"1,488","9,752",29,190,—,1,9,8,+8%,0,—,—
620,Ogle ›,"6,111","12,067",89,176,33%,9,18,17,–24%,0,—,33%
762,Ohio ›,571,"9,719",11,187,47%,<1,8,12,+19%,0,—,23%
3073,Ohio ›,"4,216","10,181",86,208,—,10,32,12,–20%,0,—,—
1032,Ohio ›,"2,470","10,294",55,229,24%,12,9,5,+6%,0.1,0.11,35%
349,Okaloosa ›,"20,667","9,807",363,172,29%,42,11,10,–25%,1.6,0.44,32%
3038,Okanogan ›,"2,531","5,992",39,92,42%,81,17,9,+6%,0,—,33%
352,Okeechobee ›,"4,051","9,607",89,211,23%,8,11,3,–62%,0.2,0.23,25%
2129,Okfuskee ›,"1,782","14,859",31,258,30%,13,9,10,–6%,0.3,0.19,33%
2177,Oklahoma ›,"86,774","10,882","1,213",152,36%,<1,2,9,–6%,0,—,25%
2193,Okmulgee ›,"3,790","9,853",78,203,24%,0,—,—,—,0,—,26%
1470,Oktibbeha ›,"4,627","9,331",98,198,29%,<1,2,5,–65%,0,—,26%
2636,Oldham ›,276,"13,068",4,189,20%,52,9,2,–67%,0.9,0.15,36%
1006,Oldham ›,"7,628","11,419",82,123,38%,3,22,6,+17%,0,—,23%
2034,Oliver ›,157,"8,014",3,153,18%,0,—,19,+2%,0,—,18%
1393,Olmsted ›,"13,225","8,355",98,62,49%,<1,4,—,—,0,—,42%
577,Oneida ›,362,"7,989",4,88,24%,<1,4,7,–37%,0,—,22%
3164,Oneida ›,"3,795","10,662",77,216,46%,2,12,—,–100%,0,—,34%
1836,Oneida ›,"22,203","9,710",505,221,39%,17,18,7,–22%,0,—,37%
1848,Onondaga ›,"37,901","8,230",671,146,48%,11,15,12,–55%,0.1,0.19,34%
1953,Onslow ›,"17,084","8,631",143,72,27%,5,7,7,+33%,0.1,0.23,34%
1866,Ontario ›,"7,283","6,634",92,84,46%,138,9,9,–58%,2.1,0.15,41%
1285,Ontonagon ›,461,"8,059",21,367,50%,35,18,14,–59%,1.0,0.52,37%
2406,Orangeburg ›,"9,753","11,318",249,289,29%,27,9,6,–32%,0.3,0.10,30%
205,Orange ›,"270,983","8,533","5,026",158,39%,63,5,2,–39%,1.3,0.11,48%
3011,Orange ›,"2,191","5,913",38,103,—,1,3,6,–58%,0.1,0.38,—
771,Orange ›,"1,845","9,391",57,290,36%,1,7,—,—,0,—,33%
2720,Orange ›,"8,529","10,227",147,176,18%,<1,8,—,–100%,0,—,20%
2891,Orange ›,793,"2,745",3,10,—,2,6,3,–21%,0,—,—
1831,Orange ›,"47,792","12,415",715,186,36%,10,20,11,–20%,0,—,39%
347,Orange ›,"139,842","10,036","1,278",92,32%,56,12,21,–3%,0.6,0.12,32%
1982,Orange ›,"8,537","5,750",101,68,49%,<1,2,6,Flat,0,—,38%
1583,Oregon ›,796,"7,560",3,28,17%,<1,2,5,–12%,0,—,19%
1171,Orleans ›,"30,204","7,742",792,203,41%,1,5,—,–100%,0,—,26%
2881,Orleans ›,"1,231","4,553",11,41,—,5,15,4,–20%,0.1,0.40,—
1855,Orleans ›,"3,043","7,541",83,206,31%,8,12,6,–45%,0,—,37%
2331,Orocovis,"1,079","5,336",—,—,27%,4,8,—,—,0,—,26%
983,Osage ›,"1,246","7,812",25,157,31%,0,—,45,–5%,0,—,31%
2186,Osage ›,"4,748","10,110",72,153,18%,<1,<1,—,—,0,—,30%
1493,Osage ›,"1,633","11,994",16,118,24%,7,8,3,–50%,0,—,23%
975,Osborne ›,291,"8,506",12,351,29%,0,—,—,—,0,—,28%
327,Osceola ›,"45,218","12,034",515,137,30%,32,17,18,+6%,1.2,0.60,30%
1286,Osceola ›,"1,885","8,035",28,119,26%,4,18,14,–15%,0,—,40%
808,Osceola ›,786,"13,192",16,269,33%,1,17,13,–37%,0,—,33%
1294,Oscoda ›,633,"7,681",28,340,29%,5,13,—,–100%,0.1,0.38,50%
1868,Oswego ›,"7,397","6,316",90,77,36%,12,9,6,–19%,0,—,36%
1815,Otero ›,"5,012","7,426",75,111,27%,2,4,9,+6%,0,—,41%
253,Otero ›,"2,015","11,024",66,361,—,3,24,—,–100%,0,—,—
1711,Otoe ›,"1,464","9,143",10,62,34%,<1,5,8,–13%,0,—,31%
1875,Otsego ›,"3,390","5,698",47,79,39%,6,7,4,–25%,0,—,50%
1242,Otsego ›,"2,697","10,933",38,154,40%,43,32,15,–53%,1.1,0.85,31%
1241,Ottawa ›,"31,965","10,953",407,139,36%,53,33,23,–45%,1.7,1.08,31%
2084,Ottawa ›,"3,679","9,078",79,195,41%,28,7,16,+6%,0.6,0.15,34%
2150,Ottawa ›,"3,902","12,536",66,212,19%,2,4,3,–52%,0,—,23%
960,Ottawa ›,551,"9,660",13,228,27%,0,—,—,—,0,—,36%
1370,Otter Tail ›,"5,740","9,771",78,133,33%,<1,16,9,–47%,0,—,60%
1121,Ouachita ›,"18,516","12,080",451,294,25%,21,16,9,+6%,0,—,26%
162,Ouachita ›,"2,313","9,892",63,269,29%,<1,3,—,–100%,0,—,13%
296,Ouray ›,284,"5,735",3,61,—,<1,8,11,–38%,0,—,—
3132,Outagamie ›,"23,632","12,578",222,118,38%,6,15,5,–28%,0,—,34%
2527,Overton ›,"3,024","13,597",61,274,22%,5,9,11,–12%,0,—,40%
761,Owen ›,"2,022","9,722",58,279,25%,1,9,4,–30%,0,—,31%
1108,Owen ›,683,"6,265",13,119,23%,<1,1,7,–8%,0.1,0.98,26%
1011,Owsley ›,496,"11,234",15,340,27%,3,18,7,–49%,0,—,32%
569,Owyhee ›,"1,068","9,033",29,245,17%,<1,7,10,+847%,0,—,29%
1176,Oxford ›,"3,448","5,947",63,109,39%,9,26,7,–28%,0,—,50%
1590,Ozark ›,651,"7,096",18,196,16%,0,—,3,–67%,0.1,0.12,30%
3172,Ozaukee ›,"9,192","10,303",96,108,47%,2,8,2,–48%,0,—,29%
795,O’Brien ›,"1,996","14,513",60,436,37%,10,11,13,+96%,0,—,38%
3052,Pacific ›,928,"4,130",11,49,36%,3,8,6,+17%,0,—,36%
812,Page ›,"1,926","12,749",22,146,36%,3,16,—,–100%,0,—,36%
2946,Page ›,"2,034","8,510",56,234,—,2,19,—,–100%,0,—,—
350,Palm Beach ›,"146,144","9,764","2,810",188,36%,31,11,12,–11%,0.6,0.21,36%
814,Palo Alto ›,"1,127","12,683",23,259,37%,2,15,11,+41%,0,—,34%
2730,Palo Pinto ›,"2,902","9,942",75,257,21%,<1,7,—,—,0,—,31%
1950,Pamlico ›,"1,117","8,777",13,102,38%,8,8,3,–40%,0.1,0.14,38%
1404,Panola ›,"4,588","13,418",107,313,23%,4,11,14,–22%,0,—,25%
2820,Panola ›,"1,614","6,959",75,323,17%,<1,<1,3,–33%,0.1,0.78,22%
2693,Parker ›,"15,773","11,039",183,128,26%,2,23,2,–66%,0,—,22%
776,Parke ›,"1,478","8,726",16,94,23%,2,6,10,+6%,0.1,0.37,27%
3203,Park ›,"2,752","9,427",30,103,32%,1,10,—,–100%,0.1,1.21,22%
302,Park ›,762,"4,044",5,27,—,<1,4,5,–59%,0.2,1.06,—
1631,Park ›,"1,385","8,340",20,120,37%,<1,4,—,—,0,—,30%
2632,Parmer ›,"1,274","13,264",35,364,27%,24,10,6,–50%,0.1,0.06,30%
375,Pasco ›,"41,921","7,568",768,139,31%,1,6,12,–11%,0,—,19%
1960,Pasquotank ›,"3,377","8,480",80,201,26%,2,20,34,+251%,0,—,27%
1773,Passaic ›,"72,261","14,400","1,895",378,34%,31,21,80,–12%,0.3,0.22,27%
2370,Patillas,502,"3,078",—,—,22%,1,5,—,—,0,—,28%
2962,Patrick ›,"1,354","7,690",43,244,—,<1,10,—,–100%,0,—,—
2077,Paulding ›,"1,735","9,292",40,214,29%,6,9,—,–100%,0,—,30%
462,Paulding ›,"16,982","10,068",218,129,—,3,10,—,–100%,0.2,0.62,—
1715,Pawnee ›,233,"8,917",1,38,31%,<1,4,—,–100%,0,—,39%
2176,Pawnee ›,"1,785","10,900",50,305,29%,<1,2,—,–100%,0,—,25%
888,Pawnee ›,"1,166","18,179",13,203,36%,3,9,4,–48%,0.1,0.41,30%
558,Payette ›,"2,565","10,709",37,154,19%,<1,16,—,–100%,0,—,22%
2182,Payne ›,"8,671","10,602",72,88,28%,<1,1,7,–17%,0,—,26%
474,Peach ›,"2,659","9,653",59,214,—,1,9,—,—,0,—,—
1477,Pearl River ›,"4,512","8,125",146,263,22%,0,—,10,+85%,0,—,14%
2713,Pecos ›,"1,667","10,535",34,215,30%,<1,9,6,–74%,0,—,27%
2022,Pembina ›,812,"11,939",11,162,37%,<1,4,—,—,0,—,45%
1526,Pemiscot ›,"1,591","10,066",30,190,14%,<1,8,9,+33%,0,—,29%
3041,Pend Oreille ›,754,"5,494",9,66,24%,17,15,7,–8%,0.1,0.13,32%
1954,Pender ›,"5,436","8,620",69,109,29%,19,7,10,–26%,0.1,0.05,40%
1106,Pendleton ›,"1,026","7,032",5,34,26%,<1,2,13,–3%,0,—,14%
3074,Pendleton ›,703,"10,088",10,143,—,7,31,22,–7%,0.1,0.67,—
1356,Pennington ›,"1,536","10,879",19,135,32%,7,12,18,–26%,0,—,24%
2478,Pennington ›,"13,742","12,078",193,170,28%,<1,3,—,—,0,—,31%
1182,Penobscot ›,"5,723","3,761",90,59,43%,5,18,—,–100%,0.1,0.47,39%
606,Peoria ›,"23,198","12,947",336,188,36%,6,22,12,–14%,0,—,29%
3139,Pepin ›,883,"12,117",7,96,35%,8,10,4,–40%,0.1,0.18,39%
1698,Perkins ›,293,"10,135",11,380,27%,<1,7,—,—,0.3,12.70,21%
2474,Perkins ›,359,"12,531",14,489,18%,<1,4,—,–100%,0,—,23%
1969,Perquimans ›,"1,015","7,539",12,89,15%,2,8,12,+118%,0,—,17%
1450,Perry ›,"1,263","10,549",38,317,20%,1,4,5,–66%,0,—,23%
2105,Perry ›,"2,956","8,181",50,138,26%,3,7,4,–60%,0,—,30%
766,Perry ›,"1,845","9,625",38,198,33%,<1,7,11,–15%,0,—,29%
177,Perry ›,840,"8,034",10,96,30%,<1,<1,7,+346%,0,—,23%
595,Perry ›,"3,169","15,151",69,330,25%,8,27,5,+63%,0.1,0.48,30%
1031,Perry ›,"2,662","10,335",66,256,37%,6,10,13,–3%,0,—,38%
2537,Perry ›,"1,071","13,262",28,347,23%,6,6,16,+70%,0,—,34%
16,Perry ›,"1,078","12,081",26,291,28%,13,6,10,+131%,0.4,0.20,23%
1498,Perry ›,"2,233","11,669",30,157,23%,4,7,19,+3%,0,—,23%
2290,Perry ›,"3,750","8,104",100,216,25%,26,12,22,+12%,0.7,0.34,43%
1746,Pershing ›,954,"14,186",20,297,25%,330,15,12,–6%,4.0,0.18,30%
1957,Person ›,"3,374","8,544",70,177,32%,4,6,4,–1%,0.1,0.21,27%
83,Petersburg Borough ›,163,"4,991",0,—,56%,<1,6,—,—,0,—,—
2903,Petersburg ›,"3,862","12,321",86,274,—,4,15,15,+6%,0,—,—
1652,Petroleum ›,12,"2,464",1,205,23%,0,—,—,—,0,—,18%
1490,Pettis ›,"5,138","12,135",78,184,26%,6,8,10,–13%,0,—,25%
2365,Peñuelas,633,"3,263",—,—,24%,2,5,—,—,0,—,24%
1679,Phelps ›,"1,002","11,091",10,111,26%,<1,12,—,–100%,0,—,41%
1564,Phelps ›,"3,851","8,640",130,292,26%,<1,3,—,—,0,—,27%
2265,Philadelphia ›,"150,796","9,520","3,576",226,32%,14,19,13,–33%,0.6,0.78,31%
270,Phillips ›,381,"8,933",13,305,—,2,76,—,—,0,—,—
1602,Phillips ›,524,"13,252",16,405,29%,9,13,7,+21%,0.1,0.21,40%
146,Phillips ›,"1,834","10,314",41,231,25%,<1,4,12,–27%,0,—,26%
903,Phillips ›,714,"13,642",24,459,30%,<1,9,—,–100%,0.3,2.94,44%
686,Piatt ›,"1,497","9,159",20,122,33%,<1,3,11,+35%,0,—,26%
2038,Pickaway ›,"8,589","14,693",121,207,31%,14,21,9,–31%,0,—,30%
446,Pickens ›,"3,470","10,647",79,242,—,1,14,9,–4%,0.3,3.52,—
19,Pickens ›,"2,347","11,776",61,306,24%,3,6,11,+5%,0,—,20%
2389,Pickens ›,"18,733","14,764",297,234,28%,24,19,6,–17%,0.1,0.11,28%
2507,Pickett ›,759,"15,036",24,475,30%,3,13,16,–3%,0,—,28%
3147,Pierce ›,"4,949","11,576",43,101,28%,6,9,7,+16%,0.1,0.22,39%
1713,Pierce ›,641,"8,968",20,280,26%,<1,5,7,–25%,0,—,27%
3039,Pierce ›,"52,067","5,753",669,74,31%,4,16,—,—,0,—,25%
2005,Pierce ›,548,"13,786",25,629,33%,1,19,—,–100%,0,—,23%
398,Pierce ›,"2,487","12,777",57,293,—,3,13,12,+26%,0,—,—
2301,Pike ›,"3,896","6,981",54,97,29%,2,13,184,+5%,0,—,51%
1476,Pike ›,"3,325","8,463",105,267,25%,<1,1,4,–67%,0.1,1.44,19%
636,Pike ›,"1,788","11,490",55,353,25%,4,13,14,+22%,0,—,28%
55,Pike ›,"3,113","9,401",77,233,23%,<1,5,6,+463%,0,—,28%
414,Pike ›,"2,287","12,061",40,211,—,18,9,21,+8%,1.0,0.51,—
1537,Pike ›,"1,796","9,813",24,131,21%,3,6,9,–10%,0,—,26%
2099,Pike ›,"2,379","8,566",34,122,28%,2,19,5,–49%,0,—,25%
1053,Pike ›,"5,579","9,640",96,166,33%,2,12,7,–35%,0.3,1.54,29%
735,Pike ›,"1,349","10,889",34,274,36%,7,9,14,+6%,0,—,30%
166,Pike ›,"1,012","9,442",22,205,22%,<1,2,—,–100%,0,—,24%
104,Pima ›,"115,905","11,067","2,407",230,40%,5,2,4,–15%,0.1,0.07,35%
103,Pinal ›,"52,040","11,245",877,190,28%,5,4,6,–15%,0,—,33%
367,Pinellas ›,"80,271","8,233","1,638",168,38%,2,10,12,–11%,0.1,0.94,16%
1352,Pine ›,"3,278","11,082",22,74,29%,3,13,13,–39%,0.1,0.56,36%
1324,Pipestone ›,"1,154","12,645",26,285,37%,4,24,—,–100%,0.1,0.94,33%
1183,Piscataquis ›,502,"2,991",6,36,40%,6,17,11,–20%,0,—,47%
246,Pitkin ›,"2,586","14,555",4,23,—,201,31,8,–37%,1.1,0.17,—
2181,Pittsburg ›,"4,643","10,636",70,160,27%,<1,1,—,–100%,0,—,36%
2930,Pittsylvania ›,"5,533","9,168",80,133,—,5,7,5,–38%,0.3,0.35,—
1907,Pitt ›,"19,790","10,949",90,50,32%,21,15,10,–36%,0.5,0.35,24%
2874,Piute ›,99,"6,694",2,135,21%,<1,4,4,–16%,0,—,19%
223,Placer ›,"22,679","5,694",292,73,38%,11,3,1,–48%,0.4,0.10,41%
1129,Plaquemines ›,"2,526","10,889",27,116,33%,31,13,8,+28%,0.1,0.06,27%
1586,Platte ›,"4,169","7,258",47,82,32%,<1,1,8,+25%,0,—,23%
1662,Platte ›,"4,141","12,372",50,149,26%,1,29,—,—,0.1,4.10,27%
